date,sku_id,units_sold,store_id,promotion_active,discount_percentage,weather_condition,temperature_c,category,unit_cost,selling_price,current_stock,reorder_point,lead_time_days,day_of_week,month,is_weekend,sales_lag_1,sales_lag_7,sales_lag_14,rolling_mean_7,rolling_std_7,predicted_demand,inventory_status,demand_type
2025-12-18,SKU_005,26,STORE_03,0,0,Stormy,31.6,Home & Kitchen,144.78,283.08,13,91,9,3,12,0,21.0,69.0,16.0,40.42857142857143,17.89652799527648,31.59,Understock Risk,Regular Demand
2025-12-19,SKU_005,17,STORE_03,1,10,Clear,29.4,Home & Kitchen,144.78,283.08,13,91,9,4,12,0,26.0,45.0,5.0,34.285714285714285,13.225156403792065,23.3,Understock Risk,Regular Demand
2025-12-20,SKU_005,41,STORE_02,0,0,Rainy,22.3,Home & Kitchen,144.78,283.08,13,91,9,5,12,1,17.0,54.0,72.0,30.285714285714285,13.671311638052956,44.68,Understock Risk,Seasonal Demand
2025-12-21,SKU_005,13,STORE_02,0,0,Stormy,29.3,Home & Kitchen,144.78,283.08,13,91,9,6,12,1,41.0,18.0,14.0,28.428571428571427,10.406042200842478,23.09,Understock Risk,Regular Demand
2025-12-22,SKU_005,47,STORE_01,0,0,Clear,26.8,Home & Kitchen,144.78,283.08,13,91,9,0,12,0,13.0,40.0,55.0,27.714285714285715,11.368293418015542,43.58,Understock Risk,Seasonal Demand
2025-12-23,SKU_005,26,STORE_01,0,0,Rainy,33.6,Home & Kitchen,144.78,283.08,13,91,9,1,12,0,47.0,36.0,29.0,28.714285714285715,12.841524905740837,30.42,Understock Risk,Regular Demand
2025-12-24,SKU_005,48,STORE_01,0,0,Clear,29.2,Home & Kitchen,144.78,283.08,13,91,9,2,12,0,26.0,21.0,13.0,27.285714285714285,12.446074156325846,45.67,Understock Risk,Seasonal Demand
2025-12-25,SKU_005,9,STORE_03,0,0,Stormy,34.7,Home & Kitchen,144.78,283.08,13,91,9,3,12,0,48.0,26.0,69.0,31.142857142857142,14.229412864773822,18.85,Understock Risk,Regular Demand
2025-12-26,SKU_005,11,STORE_01,0,0,Sunny,16.8,Home & Kitchen,144.78,283.08,13,91,9,4,12,0,9.0,17.0,45.0,28.714285714285715,16.519829354589657,22.73,Understock Risk,Regular Demand
2025-12-27,SKU_005,67,STORE_01,1,50,Rainy,23.3,Home & Kitchen,144.78,283.08,13,91,9,5,12,1,11.0,41.0,54.0,27.857142857142858,17.363069730787547,62.95,Understock Risk,Seasonal Demand
2025-12-28,SKU_005,11,STORE_01,0,0,Rainy,17.1,Home & Kitchen,144.78,283.08,13,91,9,6,12,1,67.0,13.0,18.0,31.571428571428573,22.62636473126828,23.78,Understock Risk,Regular Demand
2025-12-29,SKU_005,22,STORE_03,0,0,Stormy,20.1,Home & Kitchen,144.78,283.08,13,91,9,0,12,0,11.0,47.0,40.0,31.285714285714285,22.91080011489695,27.74,Understock Risk,Regular Demand
2025-12-30,SKU_005,30,STORE_03,0,0,Clear,34.4,Home & Kitchen,144.78,283.08,13,91,9,1,12,0,22.0,26.0,36.0,27.714285714285715,21.98267716266823,34.35,Understock Risk,Seasonal Demand
2025-12-31,SKU_005,45,STORE_03,0,0,Stormy,27.9,Home & Kitchen,144.78,283.08,13,91,9,2,12,0,30.0,48.0,21.0,28.285714285714285,21.98267716266823,37.63,Understock Risk,Seasonal Demand
2026-01-01,SKU_005,4,STORE_02,0,0,Stormy,34.8,Home & Kitchen,144.78,283.08,13,91,9,3,1,0,45.0,9.0,26.0,27.857142857142858,21.55944163955839,8.74,Understock Risk,Regular Demand
2026-01-02,SKU_005,23,STORE_02,0,0,Sunny,17.9,Home & Kitchen,144.78,283.08,13,91,9,4,1,0,4.0,11.0,17.0,27.142857142857142,22.356420192184707,21.94,Understock Risk,Regular Demand
2026-01-03,SKU_005,14,STORE_02,0,0,Sunny,34.5,Home & Kitchen,144.78,283.08,13,91,9,5,1,1,23.0,67.0,41.0,28.857142857142858,21.34969610578858,18.97,Understock Risk,Regular Demand
2026-01-04,SKU_005,30,STORE_02,0,0,Sunny,26.7,Home & Kitchen,144.78,283.08,13,91,9,6,1,1,14.0,11.0,13.0,21.285714285714285,13.53654665112544,29.09,Understock Risk,Regular Demand
2026-01-05,SKU_005,31,STORE_03,0,0,Stormy,26.1,Home & Kitchen,144.78,283.08,13,91,9,0,1,0,30.0,22.0,47.0,24.0,13.025615788386622,27.99,Understock Risk,Regular Demand
2026-01-06,SKU_005,49,STORE_01,0,0,Sunny,28.0,Home & Kitchen,144.78,283.08,13,91,9,1,1,0,31.0,30.0,26.0,25.285714285714285,13.237752650585954,39.09,Understock Risk,Regular Demand
2026-01-07,SKU_005,19,STORE_03,1,10,Stormy,18.1,Home & Kitchen,144.78,283.08,13,91,9,2,1,0,49.0,45.0,48.0,28.0,16.02081978759723,20.06,Understock Risk,Regular Demand
2026-01-08,SKU_005,3,STORE_03,0,0,Sunny,34.3,Home & Kitchen,144.78,283.08,13,91,9,3,1,0,19.0,4.0,9.0,24.285714285714285,14.349381934590845,11.38,Understock Risk,Regular Demand
2026-01-09,SKU_005,24,STORE_02,0,0,Clear,30.3,Home & Kitchen,144.78,283.08,13,91,9,4,1,0,3.0,23.0,11.0,24.142857142857142,14.587992453025327,22.23,Understock Risk,Regular Demand
2026-01-10,SKU_005,38,STORE_02,0,0,Clear,29.0,Home & Kitchen,144.78,283.08,13,91,9,5,1,1,24.0,14.0,67.0,24.285714285714285,14.579829511054946,37.8,Understock Risk,Regular Demand
2026-01-11,SKU_005,20,STORE_01,0,0,Sunny,17.9,Home & Kitchen,144.78,283.08,13,91,9,6,1,1,38.0,30.0,11.0,27.714285714285715,14.57982951105495,19.74,Understock Risk,Regular Demand
2026-01-12,SKU_005,13,STORE_03,0,0,Clear,18.1,Home & Kitchen,144.78,283.08,13,91,9,0,1,0,20.0,31.0,22.0,26.285714285714285,14.806690894257752,16.84,Understock Risk,Regular Demand
2026-01-13,SKU_005,9,STORE_03,0,0,Stormy,32.8,Home & Kitchen,144.78,283.08,13,91,9,1,1,0,13.0,49.0,30.0,23.714285714285715,15.402535350976974,12.42,Understock Risk,Regular Demand
2026-01-14,SKU_005,12,STORE_03,0,0,Rainy,31.8,Home & Kitchen,144.78,283.08,13,91,9,2,1,0,9.0,19.0,45.0,18.0,11.343133018115704,14.29,Understock Risk,Regular Demand
2026-01-15,SKU_005,13,STORE_01,0,0,Rainy,29.9,Home & Kitchen,144.78,283.08,13,91,9,3,1,0,12.0,3.0,4.0,17.0,11.547005383792513,19.0,Understock Risk,Regular Demand
2026-01-16,SKU_005,23,STORE_03,0,0,Clear,18.8,Home & Kitchen,144.78,283.08,13,91,9,4,1,0,13.0,24.0,23.0,18.428571428571427,10.04750620564033,21.22,Understock Risk,Regular Demand
2026-01-17,SKU_005,13,STORE_03,0,0,Rainy,26.7,Home & Kitchen,144.78,283.08,13,91,9,5,1,1,23.0,38.0,14.0,18.285714285714285,9.961831921795069,16.87,Understock Risk,Regular Demand
2026-01-18,SKU_005,25,STORE_03,1,50,Sunny,32.2,Home & Kitchen,144.78,283.08,13,91,9,6,1,1,13.0,20.0,30.0,14.714285714285714,4.923220007078212,24.27,Understock Risk,Temporary Demand Spike
2026-01-19,SKU_005,20,STORE_03,0,0,Stormy,31.4,Home & Kitchen,144.78,283.08,13,91,9,0,1,0,25.0,13.0,31.0,15.428571428571429,6.051367417290704,16.34,Understock Risk,Regular Demand
2026-01-20,SKU_005,17,STORE_03,0,0,Sunny,24.2,Home & Kitchen,144.78,283.08,13,91,9,1,1,0,20.0,9.0,49.0,16.428571428571427,6.160550377391692,15.6,Understock Risk,Regular Demand
2026-01-21,SKU_005,29,STORE_03,0,0,Rainy,18.4,Home & Kitchen,144.78,283.08,13,91,9,2,1,0,17.0,12.0,19.0,17.571428571428573,5.223572942509206,25.08,Understock Risk,Temporary Demand Spike
2026-01-22,SKU_005,15,STORE_02,0,0,Clear,25.5,Home & Kitchen,144.78,283.08,13,91,9,3,1,0,29.0,13.0,3.0,20.0,6.082762530298224,14.78,Understock Risk,Regular Demand
2026-01-23,SKU_005,24,STORE_03,0,0,Sunny,24.7,Home & Kitchen,144.78,283.08,13,91,9,4,1,0,15.0,23.0,24.0,20.285714285714285,5.736267244886866,23.44,Understock Risk,Regular Demand
2026-01-24,SKU_005,9,STORE_02,0,0,Stormy,28.5,Home & Kitchen,144.78,283.08,13,91,9,5,1,1,24.0,13.0,38.0,20.428571428571427,5.826867164470202,19.98,Understock Risk,Regular Demand
2026-01-25,SKU_005,36,STORE_02,0,0,Stormy,16.5,Home & Kitchen,144.78,283.08,13,91,9,6,1,1,9.0,25.0,20.0,19.857142857142858,6.792853387410712,36.0,Understock Risk,Temporary Demand Spike
2026-01-26,SKU_005,26,STORE_03,0,0,Stormy,17.1,Home & Kitchen,144.78,283.08,13,91,9,0,1,0,36.0,20.0,13.0,21.428571428571427,9.071147352221455,23.48,Understock Risk,Regular Demand
2026-01-27,SKU_005,12,STORE_01,0,0,Sunny,17.8,Home & Kitchen,144.78,283.08,13,91,9,1,1,0,26.0,17.0,9.0,22.285714285714285,9.196272536817766,14.73,Understock Risk,Regular Demand
2026-01-28,SKU_005,26,STORE_03,0,0,Sunny,24.1,Home & Kitchen,144.78,283.08,13,91,9,2,1,0,12.0,29.0,12.0,21.571428571428573,9.846440014156435,23.57,Understock Risk,Regular Demand
2026-01-29,SKU_005,24,STORE_01,0,0,Sunny,16.5,Home & Kitchen,144.78,283.08,13,91,9,3,1,0,26.0,15.0,13.0,21.142857142857142,9.529403119268482,22.45,Understock Risk,Regular Demand
2026-01-30,SKU_005,7,STORE_01,0,0,Clear,34.6,Home & Kitchen,144.78,283.08,13,91,9,4,1,0,24.0,24.0,23.0,22.428571428571427,9.162553189607198,11.93,Understock Risk,Regular Demand
2026-01-31,SKU_005,21,STORE_01,0,0,Clear,29.5,Home & Kitchen,144.78,283.08,13,91,9,5,1,1,7.0,9.0,13.0,20.0,10.78579312490896,21.99,Understock Risk,Regular Demand
2026-02-01,SKU_005,15,STORE_01,0,0,Rainy,33.9,Home & Kitchen,144.78,283.08,13,91,9,6,2,1,21.0,36.0,25.0,21.714285714285715,9.63871163095784,17.51,Understock Risk,Regular Demand
2026-02-02,SKU_005,20,STORE_01,0,0,Sunny,31.8,Home & Kitchen,144.78,283.08,13,91,9,0,2,0,15.0,26.0,20.0,18.714285714285715,7.476948702830717,19.51,Understock Risk,Regular Demand
2026-02-03,SKU_005,26,STORE_03,0,0,Stormy,32.5,Home & Kitchen,144.78,283.08,13,91,9,1,2,0,20.0,12.0,17.0,17.857142857142858,6.8173448259707765,22.88,Understock Risk,Regular Demand
2026-02-04,SKU_005,13,STORE_01,0,0,Sunny,19.9,Home & Kitchen,144.78,283.08,13,91,9,2,2,0,26.0,26.0,29.0,19.857142857142858,6.866065623255956,14.29,Understock Risk,Regular Demand
2026-02-05,SKU_005,27,STORE_02,0,0,Stormy,22.1,Home & Kitchen,144.78,283.08,13,91,9,3,2,0,13.0,24.0,15.0,18.0,6.683312551921144,22.85,Understock Risk,Regular Demand
2026-02-06,SKU_005,33,STORE_01,0,0,Stormy,31.6,Home & Kitchen,144.78,283.08,13,91,9,4,2,0,27.0,7.0,24.0,18.428571428571427,7.20780000779579,28.96,Understock Risk,Temporary Demand Spike
2026-02-07,SKU_005,29,STORE_02,0,0,Sunny,27.0,Home & Kitchen,144.78,283.08,13,91,9,5,2,1,33.0,21.0,9.0,22.142857142857142,7.033931367037251,27.84,Understock Risk,Regular Demand
2026-02-08,SKU_005,34,STORE_03,0,0,Rainy,31.3,Home & Kitchen,144.78,283.08,13,91,9,6,2,1,29.0,15.0,36.0,23.285714285714285,7.454624643228433,33.09,Understock Risk,Regular Demand
2026-02-09,SKU_005,14,STORE_03,0,0,Rainy,31.1,Home & Kitchen,144.78,283.08,13,91,9,0,2,0,34.0,20.0,26.0,26.0,7.39369100427295,16.21,Understock Risk,Regular Demand
2026-02-10,SKU_005,8,STORE_03,1,50,Stormy,29.9,Home & Kitchen,144.78,283.08,13,91,9,1,2,0,14.0,26.0,12.0,25.142857142857142,8.4740500240159,11.74,Understock Risk,Regular Demand
2026-02-11,SKU_005,23,STORE_03,0,0,Stormy,28.3,Home & Kitchen,144.78,283.08,13,91,9,2,2,0,8.0,13.0,26.0,22.571428571428573,10.62790576512518,21.66,Understock Risk,Regular Demand
2026-02-12,SKU_005,10,STORE_03,0,0,Clear,32.3,Home & Kitchen,144.78,283.08,13,91,9,3,2,0,23.0,27.0,24.0,24.0,9.763879010584542,13.33,Understock Risk,Regular Demand
2026-02-13,SKU_005,25,STORE_03,0,0,Clear,34.9,Home & Kitchen,144.78,283.08,13,91,9,4,2,0,10.0,33.0,7.0,21.571428571428573,10.937049310442358,28.46,Understock Risk,Regular Demand
2026-02-14,SKU_005,14,STORE_01,0,0,Rainy,18.7,Home & Kitchen,144.78,283.08,13,91,9,5,2,1,25.0,29.0,21.0,20.428571428571427,9.913915184512843,17.57,Understock Risk,Regular Demand
2026-02-15,SKU_005,15,STORE_03,0,0,Stormy,17.2,Home & Kitchen,144.78,283.08,13,91,9,6,2,1,14.0,34.0,15.0,18.285714285714285,9.357960705807042,18.02,Understock Risk,Regular Demand
2026-02-16,SKU_005,6,STORE_01,0,0,Stormy,24.9,Home & Kitchen,144.78,283.08,13,91,9,0,2,0,15.0,14.0,20.0,15.571428571428571,6.294366339755548,9.88,Understock Risk,Regular Demand
2026-02-17,SKU_005,10,STORE_03,0,0,Rainy,21.9,Home & Kitchen,144.78,283.08,13,91,9,1,2,0,6.0,8.0,26.0,14.428571428571429,7.27683866472117,11.72,Understock Risk,Regular Demand
2026-02-18,SKU_005,28,STORE_03,0,0,Rainy,25.8,Home & Kitchen,144.78,283.08,13,91,9,2,2,0,10.0,23.0,13.0,14.714285714285714,7.016986193380694,22.15,Understock Risk,Regular Demand
2026-02-19,SKU_005,19,STORE_02,0,0,Stormy,26.4,Home & Kitchen,144.78,283.08,13,91,9,3,2,0,28.0,10.0,27.0,15.428571428571429,8.162049229148748,18.19,Understock Risk,Regular Demand
2026-02-20,SKU_005,13,STORE_02,0,0,Clear,29.2,Home & Kitchen,144.78,283.08,13,91,9,4,2,0,19.0,25.0,33.0,16.714285714285715,7.867957924694434,14.87,Understock Risk,Regular Demand
2026-02-21,SKU_005,4,STORE_01,0,0,Clear,21.9,Home & Kitchen,144.78,283.08,13,91,9,5,2,1,13.0,14.0,29.0,15.0,7.023769168568495,12.26,Understock Risk,Regular Demand
2026-02-22,SKU_005,7,STORE_01,0,0,Sunny,31.2,Home & Kitchen,144.78,283.08,13,91,9,6,2,1,4.0,15.0,34.0,13.571428571428571,8.182443458550813,14.03,Understock Risk,Regular Demand
2026-02-23,SKU_005,16,STORE_02,0,0,Clear,21.2,Home & Kitchen,144.78,283.08,13,91,9,0,2,0,7.0,6.0,14.0,12.428571428571429,8.502100580780864,16.83,Understock Risk,Regular Demand
2026-02-24,SKU_005,26,STORE_02,0,0,Rainy,21.8,Home & Kitchen,144.78,283.08,13,91,9,1,2,0,16.0,10.0,8.0,13.857142857142858,8.071112509614593,21.33,Understock Risk,Regular Demand
2026-02-25,SKU_005,25,STORE_01,0,0,Clear,34.1,Home & Kitchen,144.78,283.08,13,91,9,2,2,0,26.0,28.0,23.0,16.142857142857142,9.00793301167683,23.91,Understock Risk,Regular Demand
2026-02-26,SKU_005,19,STORE_02,0,0,Stormy,28.1,Home & Kitchen,144.78,283.08,13,91,9,3,2,0,25.0,19.0,10.0,15.714285714285714,8.400680244565235,17.82,Understock Risk,Regular Demand
2026-02-27,SKU_005,28,STORE_01,0,0,Sunny,16.1,Home & Kitchen,144.78,283.08,13,91,9,4,2,0,19.0,13.0,25.0,15.714285714285714,8.400680244565235,22.73,Understock Risk,Regular Demand
2026-02-28,SKU_005,9,STORE_01,0,0,Rainy,24.4,Home & Kitchen,144.78,283.08,13,91,9,5,2,1,28.0,4.0,14.0,17.857142857142858,9.441549509633322,14.84,Understock Risk,Regular Demand
2026-03-01,SKU_005,34,STORE_02,0,0,Rainy,34.4,Home & Kitchen,144.78,283.08,13,91,9,6,3,1,9.0,7.0,15.0,18.571428571428573,8.343802947040858,35.65,Understock Risk,Regular Demand
2026-03-02,SKU_005,27,STORE_03,0,0,Sunny,17.8,Home & Kitchen,144.78,283.08,13,91,9,0,3,0,34.0,16.0,6.0,22.428571428571427,8.343802947040864,23.05,Understock Risk,Regular Demand
2026-03-03,SKU_005,33,STORE_03,0,0,Rainy,33.5,Home & Kitchen,144.78,283.08,13,91,9,1,3,0,27.0,26.0,10.0,24.0,7.958224257542227,27.73,Understock Risk,Regular Demand
2026-03-04,SKU_005,14,STORE_03,0,0,Rainy,23.7,Home & Kitchen,144.78,283.08,13,91,9,2,3,0,33.0,25.0,28.0,25.0,8.660254037844398,15.61,Understock Risk,Regular Demand
2026-03-05,SKU_005,12,STORE_03,0,0,Sunny,30.0,Home & Kitchen,144.78,283.08,13,91,9,3,3,0,14.0,19.0,19.0,23.428571428571427,9.606545387688254,14.81,Understock Risk,Regular Demand
2026-03-06,SKU_005,1,STORE_02,0,0,Clear,15.9,Home & Kitchen,144.78,283.08,13,91,9,4,3,0,12.0,28.0,13.0,22.428571428571427,10.469911538262764,6.81,Understock Risk,Regular Demand
2026-03-07,SKU_005,67,STORE_03,0,0,Clear,28.9,Home & Kitchen,144.78,283.08,13,91,9,5,3,1,1.0,9.0,4.0,18.571428571428573,12.791366135759215,52.63,Understock Risk,Temporary Demand Spike
2026-03-08,SKU_005,31,STORE_03,0,0,Stormy,31.1,Home & Kitchen,144.78,283.08,13,91,9,6,3,1,67.0,34.0,7.0,26.857142857142858,21.42761902645409,30.19,Understock Risk,Regular Demand
2026-03-09,SKU_005,19,STORE_01,0,0,Stormy,15.6,Home & Kitchen,144.78,283.08,13,91,9,0,3,0,31.0,27.0,16.0,26.428571428571427,21.29050760986489,17.5,Understock Risk,Regular Demand
2026-03-10,SKU_005,24,STORE_03,1,30,Clear,28.5,Home & Kitchen,144.78,283.08,13,91,9,1,3,0,19.0,33.0,26.0,25.285714285714285,21.46869259886969,21.82,Understock Risk,Regular Demand
2026-03-11,SKU_005,0,STORE_02,0,0,Sunny,16.2,Home & Kitchen,144.78,283.08,13,91,9,2,3,0,24.0,14.0,25.0,24.0,21.1974841274462,4.64,Understock Risk,Regular Demand
2026-03-12,SKU_005,4,STORE_02,0,0,Rainy,15.6,Home & Kitchen,144.78,283.08,13,91,9,3,3,0,0.0,12.0,19.0,22.0,22.8910462845192,9.48,Understock Risk,Regular Demand
2026-03-13,SKU_005,14,STORE_01,0,0,Stormy,34.1,Home & Kitchen,144.78,283.08,13,91,9,4,3,0,4.0,1.0,28.0,20.857142857142858,23.660294246046984,15.72,Understock Risk,Regular Demand
2026-03-14,SKU_005,28,STORE_02,0,0,Stormy,26.9,Home & Kitchen,144.78,283.08,13,91,9,5,3,1,14.0,67.0,9.0,22.714285714285715,22.313779641843784,25.83,Understock Risk,Regular Demand
2026-03-15,SKU_005,33,STORE_03,0,0,Clear,18.1,Home & Kitchen,144.78,283.08,13,91,9,6,3,1,28.0,31.0,34.0,17.142857142857142,11.81000383049009,29.57,Understock Risk,Regular Demand
2026-03-16,SKU_005,4,STORE_02,0,0,Stormy,19.9,Home & Kitchen,144.78,283.08,13,91,9,0,3,0,33.0,19.0,27.0,17.428571428571427,12.21825332384766,10.4,Understock Risk,Regular Demand
2026-03-17,SKU_005,19,STORE_03,0,0,Stormy,24.2,Home & Kitchen,144.78,283.08,13,91,9,1,3,0,4.0,24.0,33.0,15.285714285714286,13.1746509848052,20.09,Understock Risk,Regular Demand
2026-03-18,SKU_005,10,STORE_03,0,0,Rainy,21.9,Home & Kitchen,144.78,283.08,13,91,9,2,3,0,19.0,0.0,14.0,14.571428571428571,12.7522173608768,11.53,Understock Risk,Regular Demand
2026-03-19,SKU_005,6,STORE_01,0,0,Rainy,20.4,Home & Kitchen,144.78,283.08,13,91,9,3,3,0,10.0,4.0,12.0,16.0,11.328430311977622,10.58,Understock Risk,Regular Demand
2026-03-20,SKU_005,17,STORE_01,0,0,Stormy,34.5,Home & Kitchen,144.78,283.08,13,91,9,4,3,0,6.0,14.0,1.0,16.285714285714285,10.995670143504755,15.55,Understock Risk,Regular Demand
2026-03-21,SKU_005,22,STORE_03,0,0,Clear,22.8,Home & Kitchen,144.78,283.08,13,91,9,5,3,1,17.0,28.0,67.0,16.714285714285715,10.95010328283537,22.9,Understock Risk,Regular Demand
2026-03-22,SKU_005,21,STORE_01,0,0,Clear,30.0,Home & Kitchen,144.78,283.08,13,91,9,6,3,1,22.0,33.0,31.0,15.857142857142858,10.123052428797871,23.72,Understock Risk,Regular Demand
2026-03-23,SKU_005,17,STORE_01,0,0,Clear,32.8,Home & Kitchen,144.78,283.08,13,91,9,0,3,0,21.0,4.0,19.0,14.142857142857142,7.380798769522879,16.65,Understock Risk,Regular Demand
2026-03-24,SKU_005,11,STORE_02,0,0,Stormy,31.6,Home & Kitchen,144.78,283.08,13,91,9,1,3,0,17.0,19.0,24.0,16.0,5.887840577551899,13.46,Understock Risk,Regular Demand
2026-03-25,SKU_005,22,STORE_01,0,0,Clear,24.7,Home & Kitchen,144.78,283.08,13,91,9,2,3,0,11.0,10.0,0.0,14.857142857142858,5.984105932344764,20.51,Understock Risk,Regular Demand
2026-03-26,SKU_005,19,STORE_01,0,0,Rainy,34.1,Home & Kitchen,144.78,283.08,13,91,9,3,3,0,22.0,6.0,4.0,16.571428571428573,6.078847008469697,17.92,Understock Risk,Regular Demand
2026-03-27,SKU_005,22,STORE_03,0,0,Stormy,17.9,Home & Kitchen,144.78,283.08,13,91,9,4,3,0,19.0,17.0,14.0,18.428571428571427,3.909694909544013,23.19,Understock Risk,Regular Demand
2026-03-28,SKU_005,32,STORE_03,0,0,Stormy,24.0,Home & Kitchen,144.78,283.08,13,91,9,5,3,1,22.0,22.0,28.0,19.142857142857142,4.05908739450022,27.02,Understock Risk,Temporary Demand Spike
2026-03-29,SKU_005,33,STORE_03,0,0,Stormy,17.6,Home & Kitchen,144.78,283.08,13,91,9,6,3,1,32.0,21.0,33.0,20.571428571428573,6.347102826149457,27.95,Understock Risk,Regular Demand
2026-03-30,SKU_005,24,STORE_02,0,0,Stormy,26.3,Home & Kitchen,144.78,283.08,13,91,9,0,3,0,33.0,17.0,4.0,22.285714285714285,7.910210399946942,22.81,Understock Risk,Regular Demand
2026-03-31,SKU_005,21,STORE_03,0,0,Rainy,23.4,Home & Kitchen,144.78,283.08,13,91,9,1,3,0,24.0,11.0,19.0,23.285714285714285,7.56558624549978,20.19,Understock Risk,Regular Demand
2026-04-01,SKU_005,13,STORE_02,0,0,Clear,34.1,Home & Kitchen,144.78,283.08,13,91,9,2,4,0,21.0,22.0,10.0,24.714285714285715,5.529143565818202,15.57,Understock Risk,Regular Demand
2026-04-02,SKU_005,20,STORE_02,0,0,Clear,34.7,Home & Kitchen,144.78,283.08,13,91,9,3,4,0,13.0,19.0,6.0,23.428571428571427,7.091242083423364,21.55,Understock Risk,Regular Demand
2026-04-03,SKU_005,50,STORE_03,0,0,Sunny,27.9,Home & Kitchen,144.78,283.08,13,91,9,4,4,0,20.0,22.0,17.0,23.571428571428573,6.996597812678759,39.93,Understock Risk,Temporary Demand Spike
2026-04-04,SKU_005,30,STORE_02,0,0,Clear,33.0,Home & Kitchen,144.78,283.08,13,91,9,5,4,1,50.0,32.0,22.0,27.571428571428573,12.094863136295285,28.0,Understock Risk,Regular Demand
2026-04-05,SKU_005,5,STORE_03,0,0,Clear,15.7,Home & Kitchen,144.78,283.08,13,91,9,6,4,1,30.0,33.0,21.0,27.285714285714285,11.996031089688048,11.59,Understock Risk,Regular Demand
2026-04-06,SKU_005,19,STORE_03,0,0,Sunny,33.9,Home & Kitchen,144.78,283.08,13,91,9,0,4,0,5.0,24.0,17.0,23.285714285714285,14.232758993653649,18.49,Understock Risk,Regular Demand
2026-04-07,SKU_005,0,STORE_01,1,20,Sunny,23.0,Home & Kitchen,144.78,283.08,13,91,9,1,4,0,19.0,21.0,11.0,22.571428571428573,14.316158037419855,7.11,Understock Risk,Regular Demand
2026-04-08,SKU_005,23,STORE_01,0,0,Stormy,27.7,Home & Kitchen,144.78,283.08,13,91,9,2,4,0,0.0,13.0,22.0,19.571428571428573,16.701867588757285,21.8,Understock Risk,Regular Demand
2026-04-09,SKU_005,30,STORE_03,1,10,Stormy,30.4,Home & Kitchen,144.78,283.08,13,91,9,3,4,0,23.0,20.0,19.0,21.0,16.47219880080779,24.55,Understock Risk,Regular Demand
2026-04-10,SKU_005,11,STORE_02,1,20,Sunny,22.7,Home & Kitchen,144.78,283.08,13,91,9,4,4,0,30.0,50.0,22.0,22.428571428571427,16.80136048913047,16.29,Understock Risk,Regular Demand
2026-04-11,SKU_005,31,STORE_02,0,0,Rainy,19.8,Home & Kitchen,144.78,283.08,13,91,9,5,4,1,11.0,30.0,32.0,16.857142857142858,11.880355935023882,30.86,Understock Risk,Regular Demand
2026-04-12,SKU_005,36,STORE_01,0,0,Sunny,16.9,Home & Kitchen,144.78,283.08,13,91,9,6,4,1,31.0,5.0,33.0,17.0,12.06924466015445,31.73,Understock Risk,Regular Demand
2026-04-13,SKU_005,27,STORE_03,0,0,Stormy,15.7,Home & Kitchen,144.78,283.08,13,91,9,0,4,0,36.0,19.0,24.0,21.428571428571427,12.607631853460076,22.19,Understock Risk,Regular Demand
2026-04-14,SKU_005,7,STORE_03,0,0,Rainy,30.1,Home & Kitchen,144.78,283.08,13,91,9,1,4,0,27.0,0.0,21.0,22.571428571428573,12.712948030218952,10.36,Understock Risk,Regular Demand
2026-04-15,SKU_005,26,STORE_03,1,30,Stormy,22.0,Home & Kitchen,144.78,283.08,13,91,9,2,4,0,7.0,23.0,13.0,23.571428571428573,10.768118728560772,23.33,Understock Risk,Regular Demand
2026-04-16,SKU_005,18,STORE_02,0,0,Stormy,25.8,Home & Kitchen,144.78,283.08,13,91,9,3,4,0,26.0,30.0,20.0,24.0,10.801234497346448,20.31,Understock Risk,Regular Demand
2026-04-17,SKU_005,25,STORE_03,0,0,Rainy,28.1,Home & Kitchen,144.78,283.08,13,91,9,4,4,0,18.0,11.0,50.0,22.285714285714285,10.641338977689578,21.39,Understock Risk,Regular Demand
2026-04-18,SKU_005,16,STORE_03,0,0,Sunny,16.9,Home & Kitchen,144.78,283.08,13,91,9,5,4,1,25.0,31.0,30.0,24.285714285714285,9.41123948114322,17.41,Understock Risk,Regular Demand
2026-04-19,SKU_005,30,STORE_02,1,30,Rainy,17.9,Home & Kitchen,144.78,283.08,13,91,9,6,4,1,16.0,36.0,5.0,22.142857142857142,9.33503385868832,30.99,Understock Risk,Regular Demand
2026-04-20,SKU_005,19,STORE_03,1,20,Stormy,34.4,Home & Kitchen,144.78,283.08,13,91,9,0,4,0,30.0,27.0,19.0,21.285714285714285,8.035634920243004,20.53,Understock Risk,Regular Demand
2026-04-21,SKU_005,30,STORE_01,0,0,Sunny,32.3,Home & Kitchen,144.78,283.08,13,91,9,1,4,0,19.0,7.0,0.0,20.142857142857142,7.6469726347222275,27.7,Understock Risk,Regular Demand
2026-04-22,SKU_005,19,STORE_03,1,10,Clear,20.3,Home & Kitchen,144.78,283.08,13,91,9,2,4,0,30.0,26.0,23.0,23.428571428571427,5.7693772875167895,20.27,Understock Risk,Regular Demand
2026-04-23,SKU_005,29,STORE_03,0,0,Stormy,32.0,Home & Kitchen,144.78,283.08,13,91,9,3,4,0,19.0,18.0,30.0,22.428571428571427,5.85540043769122,25.45,Understock Risk,Regular Demand
