date,sku_id,units_sold,store_id,promotion_active,discount_percentage,weather_condition,temperature_c,category,unit_cost,selling_price,current_stock,reorder_point,lead_time_days
2025-11-03,SKU_016,15,STORE_02,0,0,Rainy,23.7,Home & Kitchen,66.47,120.94,211,98,3
2025-11-03,SKU_017,19,STORE_02,0,0,Rainy,23.7,Electronics,97.91,176.78,209,72,3
2025-11-03,SKU_018,24,STORE_02,0,0,Rainy,23.7,Groceries,129.16,218.5,226,56,14
2025-11-03,SKU_019,48,STORE_03,0,0,Rainy,23.7,Apparel,107.94,154.53,202,92,8
2025-11-03,SKU_020,2,STORE_01,0,0,Rainy,23.7,Apparel,91.87,157.08,203,69,8
2025-11-04,SKU_001,10,STORE_02,0,0,Clear,20.9,Groceries,89.11,173.34,225,59,3
2025-11-04,SKU_002,9,STORE_01,0,0,Clear,20.9,Groceries,93.67,139.52,92,48,10
2025-11-04,SKU_003,41,STORE_01,0,0,Clear,20.9,Apparel,76.77,144.31,39,57,13
2025-11-04,SKU_004,18,STORE_02,0,0,Clear,20.9,Apparel,50.71,93.58,178,31,14
2025-11-04,SKU_005,7,STORE_01,0,0,Clear,20.9,Home & Kitchen,144.78,283.08,13,91,9
2025-11-04,SKU_006,51,STORE_01,0,0,Clear,20.9,Home & Kitchen,34.27,61.62,116,37,13
2025-11-04,SKU_007,43,STORE_03,0,0,Clear,20.9,Groceries,63.35,111.77,59,50,13
2025-11-04,SKU_008,34,STORE_02,0,0,Clear,20.9,Apparel,77.29,104.6,103,100,13
2025-11-04,SKU_009,17,STORE_01,0,0,Clear,20.9,Electronics,13.65,22.2,97,26,5
2025-11-04,SKU_010,46,STORE_02,0,0,Clear,20.9,Apparel,54.66,105.41,220,66,9
2025-11-04,SKU_011,53,STORE_02,0,0,Clear,20.9,Home & Kitchen,41.13,78.19,257,73,13
2025-11-04,SKU_012,45,STORE_02,0,0,Clear,20.9,Home & Kitchen,138.43,215.85,73,53,5
2025-11-04,SKU_013,5,STORE_01,0,0,Clear,20.9,Groceries,63.38,95.43,292,53,8
2025-11-04,SKU_014,122,STORE_03,0,0,Clear,20.9,Groceries,114.03,157.27,120,69,7
2025-11-04,SKU_015,12,STORE_03,0,0,Clear,20.9,Home & Kitchen,28.9,40.43,190,49,3
2025-11-04,SKU_016,12,STORE_01,0,0,Clear,20.9,Home & Kitchen,66.47,120.94,211,98,3
2025-11-04,SKU_017,6,STORE_01,0,0,Clear,20.9,Electronics,97.91,176.78,209,72,3
2025-11-04,SKU_018,24,STORE_03,0,0,Clear,20.9,Groceries,129.16,218.5,226,56,14
2025-11-04,SKU_019,170,STORE_02,0,0,Clear,20.9,Apparel,107.94,154.53,202,92,8
2025-11-04,SKU_020,11,STORE_03,0,0,Clear,20.9,Apparel,91.87,157.08,203,69,8
2025-11-05,SKU_001,39,STORE_02,0,0,Clear,22.6,Groceries,89.11,173.34,225,59,3
2025-11-05,SKU_002,21,STORE_01,0,0,Clear,22.6,Groceries,93.67,139.52,92,48,10
2025-11-05,SKU_003,28,STORE_02,0,0,Clear,22.6,Apparel,76.77,144.31,39,57,13
2025-11-05,SKU_004,52,STORE_01,0,0,Clear,22.6,Apparel,50.71,93.58,178,31,14
2025-11-05,SKU_005,38,STORE_02,0,0,Clear,22.6,Home & Kitchen,144.78,283.08,13,91,9
2025-11-05,SKU_006,45,STORE_03,0,0,Clear,22.6,Home & Kitchen,34.27,61.62,116,37,13
2025-11-05,SKU_007,5,STORE_01,0,0,Clear,22.6,Groceries,63.35,111.77,59,50,13
2025-11-05,SKU_008,46,STORE_01,0,0,Clear,22.6,Apparel,77.29,104.6,103,100,13
2025-11-05,SKU_009,43,STORE_02,0,0,Clear,22.6,Electronics,13.65,22.2,97,26,5
2025-11-05,SKU_010,56,STORE_02,0,0,Clear,22.6,Apparel,54.66,105.41,220,66,9
2025-11-05,SKU_011,52,STORE_01,0,0,Clear,22.6,Home & Kitchen,41.13,78.19,257,73,13
2025-11-05,SKU_012,64,STORE_01,0,0,Clear,22.6,Home & Kitchen,138.43,215.85,73,53,5
2025-11-05,SKU_013,50,STORE_02,0,0,Clear,22.6,Groceries,63.38,95.43,292,53,8
2025-11-05,SKU_014,12,STORE_01,0,0,Clear,22.6,Groceries,114.03,157.27,120,69,7
2025-11-05,SKU_015,52,STORE_03,0,0,Clear,22.6,Home & Kitchen,28.9,40.43,190,49,3
2025-11-05,SKU_016,13,STORE_02,0,0,Clear,22.6,Home & Kitchen,66.47,120.94,211,98,3
2025-11-05,SKU_017,19,STORE_02,0,0,Clear,22.6,Electronics,97.91,176.78,209,72,3
2025-11-05,SKU_018,45,STORE_03,0,0,Clear,22.6,Groceries,129.16,218.5,226,56,14
2025-11-05,SKU_019,19,STORE_02,0,0,Clear,22.6,Apparel,107.94,154.53,202,92,8
2025-11-05,SKU_020,26,STORE_03,0,0,Clear,22.6,Apparel,91.87,157.08,203,69,8
2025-11-06,SKU_001,13,STORE_02,0,0,Clear,19.8,Groceries,89.11,173.34,225,59,3
2025-11-06,SKU_002,45,STORE_02,0,0,Clear,19.8,Groceries,93.67,139.52,92,48,10
2025-11-06,SKU_003,25,STORE_02,0,0,Clear,19.8,Apparel,76.77,144.31,39,57,13
2025-11-06,SKU_004,11,STORE_02,0,0,Clear,19.8,Apparel,50.71,93.58,178,31,14
2025-11-06,SKU_005,6,STORE_03,0,0,Clear,19.8,Home & Kitchen,144.78,283.08,13,91,9
2025-11-06,SKU_006,12,STORE_01,0,0,Clear,19.8,Home & Kitchen,34.27,61.62,116,37,13
2025-11-06,SKU_007,48,STORE_01,0,0,Clear,19.8,Groceries,63.35,111.77,59,50,13
2025-11-06,SKU_008,49,STORE_02,0,0,Clear,19.8,Apparel,77.29,104.6,103,100,13
2025-11-06,SKU_009,46,STORE_01,0,0,Clear,19.8,Electronics,13.65,22.2,97,26,5
2025-11-06,SKU_010,25,STORE_02,0,0,Clear,19.8,Apparel,54.66,105.41,220,66,9
2025-11-06,SKU_011,47,STORE_01,0,0,Clear,19.8,Home & Kitchen,41.13,78.19,257,73,13
2025-11-06,SKU_012,22,STORE_03,0,0,Clear,19.8,Home & Kitchen,138.43,215.85,73,53,5
2025-11-06,SKU_013,27,STORE_01,0,0,Clear,19.8,Groceries,63.38,95.43,292,53,8
2025-11-06,SKU_014,41,STORE_02,0,0,Clear,19.8,Groceries,114.03,157.27,120,69,7
2025-11-06,SKU_015,14,STORE_03,0,0,Clear,19.8,Home & Kitchen,28.9,40.43,190,49,3
2025-11-06,SKU_016,30,STORE_03,0,0,Clear,19.8,Home & Kitchen,66.47,120.94,211,98,3
2025-11-06,SKU_017,22,STORE_01,0,0,Clear,19.8,Electronics,97.91,176.78,209,72,3
2025-11-06,SKU_018,22,STORE_01,0,0,Clear,19.8,Groceries,129.16,218.5,226,56,14
2025-11-06,SKU_019,37,STORE_03,0,0,Clear,19.8,Apparel,107.94,154.53,202,92,8
2025-11-06,SKU_020,28,STORE_01,0,0,Clear,19.8,Apparel,91.87,157.08,203,69,8
2025-11-07,SKU_001,46,STORE_01,0,0,Clear,17.5,Groceries,89.11,173.34,225,59,3
2025-11-07,SKU_002,31,STORE_02,0,0,Clear,17.5,Groceries,93.67,139.52,92,48,10
2025-11-07,SKU_003,17,STORE_01,0,0,Clear,17.5,Apparel,76.77,144.31,39,57,13
2025-11-07,SKU_004,21,STORE_02,0,0,Clear,17.5,Apparel,50.71,93.58,178,31,14
2025-11-07,SKU_005,20,STORE_03,0,0,Clear,17.5,Home & Kitchen,144.78,283.08,13,91,9
2025-11-07,SKU_006,42,STORE_03,0,0,Clear,17.5,Home & Kitchen,34.27,61.62,116,37,13
2025-11-07,SKU_007,55,STORE_02,0,0,Clear,17.5,Groceries,63.35,111.77,59,50,13
2025-11-07,SKU_008,55,STORE_01,0,0,Clear,17.5,Apparel,77.29,104.6,103,100,13
2025-11-07,SKU_009,34,STORE_03,0,0,Clear,17.5,Electronics,13.65,22.2,97,26,5
2025-11-07,SKU_010,26,STORE_02,0,0,Clear,17.5,Apparel,54.66,105.41,220,66,9
2025-11-07,SKU_011,23,STORE_01,0,0,Clear,17.5,Home & Kitchen,41.13,78.19,257,73,13
2025-11-07,SKU_012,22,STORE_01,0,0,Clear,17.5,Home & Kitchen,138.43,215.85,73,53,5
2025-11-07,SKU_013,34,STORE_03,0,0,Clear,17.5,Groceries,63.38,95.43,292,53,8
2025-11-07,SKU_014,12,STORE_03,0,0,Clear,17.5,Groceries,114.03,157.27,120,69,7
2025-11-07,SKU_015,41,STORE_01,0,0,Clear,17.5,Home & Kitchen,28.9,40.43,190,49,3
2025-11-07,SKU_016,23,STORE_03,0,0,Clear,17.5,Home & Kitchen,66.47,120.94,211,98,3
2025-11-07,SKU_017,12,STORE_03,0,0,Clear,17.5,Electronics,97.91,176.78,209,72,3
2025-11-07,SKU_018,35,STORE_01,0,0,Clear,17.5,Groceries,129.16,218.5,226,56,14
2025-11-07,SKU_019,40,STORE_01,0,0,Clear,17.5,Apparel,107.94,154.53,202,92,8
2025-11-07,SKU_020,39,STORE_02,0,0,Clear,17.5,Apparel,91.87,157.08,203,69,8
2025-11-08,SKU_001,50,STORE_03,0,0,Rainy,18.4,Groceries,89.11,173.34,225,59,3
2025-11-08,SKU_002,60,STORE_02,0,0,Rainy,18.4,Groceries,93.67,139.52,92,48,10
2025-11-08,SKU_003,50,STORE_02,0,0,Rainy,18.4,Apparel,76.77,144.31,39,57,13
2025-11-08,SKU_004,17,STORE_02,0,0,Rainy,18.4,Apparel,50.71,93.58,178,31,14
2025-11-08,SKU_005,50,STORE_02,0,0,Rainy,18.4,Home & Kitchen,144.78,283.08,13,91,9
2025-11-08,SKU_006,20,STORE_03,0,0,Rainy,18.4,Home & Kitchen,34.27,61.62,116,37,13
2025-11-08,SKU_007,16,STORE_01,0,0,Rainy,18.4,Groceries,63.35,111.77,59,50,13
2025-11-08,SKU_008,38,STORE_03,0,0,Rainy,18.4,Apparel,77.29,104.6,103,100,13
2025-11-08,SKU_009,36,STORE_03,0,0,Rainy,18.4,Electronics,13.65,22.2,97,26,5
2025-11-08,SKU_010,36,STORE_02,0,0,Rainy,18.4,Apparel,54.66,105.41,220,66,9
2025-11-08,SKU_011,62,STORE_01,0,0,Rainy,18.4,Home & Kitchen,41.13,78.19,257,73,13
2025-11-08,SKU_012,44,STORE_03,0,0,Rainy,18.4,Home & Kitchen,138.43,215.85,73,53,5
2025-11-08,SKU_013,68,STORE_02,0,0,Rainy,18.4,Groceries,63.38,95.43,292,53,8
2025-11-08,SKU_014,32,STORE_03,0,0,Rainy,18.4,Groceries,114.03,157.27,120,69,7
2025-11-08,SKU_015,14,STORE_02,0,0,Rainy,18.4,Home & Kitchen,28.9,40.43,190,49,3
2025-11-08,SKU_016,36,STORE_02,0,0,Rainy,18.4,Home & Kitchen,66.47,120.94,211,98,3
2025-11-08,SKU_017,15,STORE_01,0,0,Rainy,18.4,Electronics,97.91,176.78,209,72,3
2025-11-08,SKU_018,60,STORE_03,0,0,Rainy,18.4,Groceries,129.16,218.5,226,56,14
2025-11-08,SKU_019,33,STORE_01,0,0,Rainy,18.4,Apparel,107.94,154.53,202,92,8
2025-11-08,SKU_020,64,STORE_03,0,0,Rainy,18.4,Apparel,91.87,157.08,203,69,8
2025-11-09,SKU_001,21,STORE_03,0,0,Sunny,34.0,Groceries,89.11,173.34,225,59,3
2025-11-09,SKU_002,29,STORE_03,0,0,Sunny,34.0,Groceries,93.67,139.52,92,48,10
2025-11-09,SKU_003,47,STORE_02,0,0,Sunny,34.0,Apparel,76.77,144.31,39,57,13
2025-11-09,SKU_004,56,STORE_01,0,0,Sunny,34.0,Apparel,50.71,93.58,178,31,14
2025-11-09,SKU_005,13,STORE_01,0,0,Sunny,34.0,Home & Kitchen,144.78,283.08,13,91,9
2025-11-09,SKU_006,123,STORE_01,0,0,Sunny,34.0,Home & Kitchen,34.27,61.62,116,37,13
2025-11-09,SKU_007,52,STORE_02,0,0,Sunny,34.0,Groceries,63.35,111.77,59,50,13
2025-11-09,SKU_008,62,STORE_03,0,0,Sunny,34.0,Apparel,77.29,104.6,103,100,13
2025-11-09,SKU_009,41,STORE_01,0,0,Sunny,34.0,Electronics,13.65,22.2,97,26,5
2025-11-09,SKU_010,46,STORE_03,0,0,Sunny,34.0,Apparel,54.66,105.41,220,66,9
2025-11-09,SKU_011,179,STORE_02,0,0,Sunny,34.0,Home & Kitchen,41.13,78.19,257,73,13
2025-11-09,SKU_012,54,STORE_01,0,0,Sunny,34.0,Home & Kitchen,138.43,215.85,73,53,5
2025-11-09,SKU_013,70,STORE_03,0,0,Sunny,34.0,Groceries,63.38,95.43,292,53,8
2025-11-09,SKU_014,71,STORE_03,0,0,Sunny,34.0,Groceries,114.03,157.27,120,69,7
2025-11-09,SKU_015,62,STORE_02,0,0,Sunny,34.0,Home & Kitchen,28.9,40.43,190,49,3
2025-11-09,SKU_016,61,STORE_02,0,0,Sunny,34.0,Home & Kitchen,66.47,120.94,211,98,3
2025-11-09,SKU_017,37,STORE_01,0,0,Sunny,34.0,Electronics,97.91,176.78,209,72,3
2025-11-09,SKU_018,38,STORE_02,0,0,Sunny,34.0,Groceries,129.16,218.5,226,56,14
2025-11-09,SKU_019,26,STORE_03,0,0,Sunny,34.0,Apparel,107.94,154.53,202,92,8
2025-11-09,SKU_020,58,STORE_02,0,0,Sunny,34.0,Apparel,91.87,157.08,203,69,8
2025-11-10,SKU_001,39,STORE_02,0,0,Clear,20.8,Groceries,89.11,173.34,225,59,3
2025-11-10,SKU_002,18,STORE_02,0,0,Clear,20.8,Groceries,93.67,139.52,92,48,10
2025-11-10,SKU_003,31,STORE_02,0,0,Clear,20.8,Apparel,76.77,144.31,39,57,13
2025-11-10,SKU_004,14,STORE_01,0,0,Clear,20.8,Apparel,50.71,93.58,178,31,14
2025-11-10,SKU_005,13,STORE_01,0,0,Clear,20.8,Home & Kitchen,144.78,283.08,13,91,9
2025-11-10,SKU_006,46,STORE_02,0,0,Clear,20.8,Home & Kitchen,34.27,61.62,116,37,13
2025-11-10,SKU_007,20,STORE_01,0,0,Clear,20.8,Groceries,63.35,111.77,59,50,13
2025-11-10,SKU_008,35,STORE_02,0,0,Clear,20.8,Apparel,77.29,104.6,103,100,13
2025-11-10,SKU_009,51,STORE_01,0,0,Clear,20.8,Electronics,13.65,22.2,97,26,5
2025-11-10,SKU_010,56,STORE_01,0,0,Clear,20.8,Apparel,54.66,105.41,220,66,9
2025-11-10,SKU_011,15,STORE_03,0,0,Clear,20.8,Home & Kitchen,41.13,78.19,257,73,13
2025-11-10,SKU_012,32,STORE_02,0,0,Clear,20.8,Home & Kitchen,138.43,215.85,73,53,5
2025-11-10,SKU_013,44,STORE_03,0,0,Clear,20.8,Groceries,63.38,95.43,292,53,8
2025-11-10,SKU_014,62,STORE_03,0,0,Clear,20.8,Groceries,114.03,157.27,120,69,7
2025-11-10,SKU_015,17,STORE_03,0,0,Clear,20.8,Home & Kitchen,28.9,40.43,190,49,3
2025-11-10,SKU_016,45,STORE_02,0,0,Clear,20.8,Home & Kitchen,66.47,120.94,211,98,3
2025-11-10,SKU_017,41,STORE_01,0,0,Clear,20.8,Electronics,97.91,176.78,209,72,3
2025-11-10,SKU_018,38,STORE_01,0,0,Clear,20.8,Groceries,129.16,218.5,226,56,14
2025-11-10,SKU_019,58,STORE_01,0,0,Clear,20.8,Apparel,107.94,154.53,202,92,8
2025-11-10,SKU_020,28,STORE_01,0,0,Clear,20.8,Apparel,91.87,157.08,203,69,8
2025-11-11,SKU_001,48,STORE_02,1,20,Sunny,24.5,Groceries,89.11,173.34,225,59,3
2025-11-11,SKU_002,48,STORE_01,1,20,Sunny,24.5,Groceries,93.67,139.52,92,48,10
2025-11-11,SKU_003,18,STORE_03,1,20,Sunny,24.5,Apparel,76.77,144.31,39,57,13
2025-11-11,SKU_004,38,STORE_02,1,20,Sunny,24.5,Apparel,50.71,93.58,178,31,14
2025-11-11,SKU_005,33,STORE_03,1,20,Sunny,24.5,Home & Kitchen,144.78,283.08,13,91,9
2025-11-11,SKU_006,22,STORE_02,1,20,Sunny,24.5,Home & Kitchen,34.27,61.62,116,37,13
2025-11-11,SKU_007,32,STORE_03,1,20,Sunny,24.5,Groceries,63.35,111.77,59,50,13
2025-11-11,SKU_008,17,STORE_01,1,20,Sunny,24.5,Apparel,77.29,104.6,103,100,13
2025-11-11,SKU_009,53,STORE_02,1,20,Sunny,24.5,Electronics,13.65,22.2,97,26,5
2025-11-11,SKU_010,45,STORE_03,1,20,Sunny,24.5,Apparel,54.66,105.41,220,66,9
2025-11-11,SKU_011,31,STORE_03,1,20,Sunny,24.5,Home & Kitchen,41.13,78.19,257,73,13
2025-11-11,SKU_012,7,STORE_03,1,20,Sunny,24.5,Home & Kitchen,138.43,215.85,73,53,5
2025-11-11,SKU_013,26,STORE_01,1,20,Sunny,24.5,Groceries,63.38,95.43,292,53,8
2025-11-11,SKU_014,18,STORE_02,1,20,Sunny,24.5,Groceries,114.03,157.27,120,69,7
2025-11-11,SKU_015,131,STORE_01,1,20,Sunny,24.5,Home & Kitchen,28.9,40.43,190,49,3
2025-11-11,SKU_016,31,STORE_01,1,20,Sunny,24.5,Home & Kitchen,66.47,120.94,211,98,3
2025-11-11,SKU_017,19,STORE_03,1,20,Sunny,24.5,Electronics,97.91,176.78,209,72,3
2025-11-11,SKU_018,48,STORE_02,1,20,Sunny,24.5,Groceries,129.16,218.5,226,56,14
2025-11-11,SKU_019,7,STORE_03,1,20,Sunny,24.5,Apparel,107.94,154.53,202,92,8
2025-11-11,SKU_020,26,STORE_03,1,20,Sunny,24.5,Apparel,91.87,157.08,203,69,8
2025-11-12,SKU_001,27,STORE_01,0,0,Sunny,32.9,Groceries,89.11,173.34,225,59,3
2025-11-12,SKU_002,52,STORE_01,0,0,Sunny,32.9,Groceries,93.67,139.52,92,48,10
2025-11-12,SKU_003,52,STORE_03,0,0,Sunny,32.9,Apparel,76.77,144.31,39,57,13
2025-11-12,SKU_004,41,STORE_01,0,0,Sunny,32.9,Apparel,50.71,93.58,178,31,14
2025-11-12,SKU_005,22,STORE_01,0,0,Sunny,32.9,Home & Kitchen,144.78,283.08,13,91,9
2025-11-12,SKU_006,26,STORE_01,0,0,Sunny,32.9,Home & Kitchen,34.27,61.62,116,37,13
2025-11-12,SKU_007,18,STORE_03,0,0,Sunny,32.9,Groceries,63.35,111.77,59,50,13
2025-11-12,SKU_008,43,STORE_03,0,0,Sunny,32.9,Apparel,77.29,104.6,103,100,13
2025-11-12,SKU_009,34,STORE_02,0,0,Sunny,32.9,Electronics,13.65,22.2,97,26,5
2025-11-12,SKU_010,13,STORE_02,0,0,Sunny,32.9,Apparel,54.66,105.41,220,66,9
2025-11-12,SKU_011,38,STORE_02,0,0,Sunny,32.9,Home & Kitchen,41.13,78.19,257,73,13
2025-11-12,SKU_012,39,STORE_03,0,0,Sunny,32.9,Home & Kitchen,138.43,215.85,73,53,5
2025-11-12,SKU_013,72,STORE_03,0,0,Sunny,32.9,Groceries,63.38,95.43,292,53,8
2025-11-12,SKU_014,32,STORE_01,0,0,Sunny,32.9,Groceries,114.03,157.27,120,69,7
2025-11-12,SKU_015,17,STORE_01,0,0,Sunny,32.9,Home & Kitchen,28.9,40.43,190,49,3
2025-11-12,SKU_016,23,STORE_03,0,0,Sunny,32.9,Home & Kitchen,66.47,120.94,211,98,3
2025-11-12,SKU_017,15,STORE_01,0,0,Sunny,32.9,Electronics,97.91,176.78,209,72,3
2025-11-12,SKU_018,43,STORE_01,0,0,Sunny,32.9,Groceries,129.16,218.5,226,56,14
2025-11-12,SKU_019,9,STORE_03,0,0,Sunny,32.9,Apparel,107.94,154.53,202,92,8
2025-11-12,SKU_020,46,STORE_01,0,0,Sunny,32.9,Apparel,91.87,157.08,203,69,8
2025-11-13,SKU_001,51,STORE_02,0,0,Clear,21.1,Groceries,89.11,173.34,225,59,3
2025-11-13,SKU_002,12,STORE_02,0,0,Clear,21.1,Groceries,93.67,139.52,92,48,10
2025-11-13,SKU_003,32,STORE_01,0,0,Clear,21.1,Apparel,76.77,144.31,39,57,13
2025-11-13,SKU_004,46,STORE_03,0,0,Clear,21.1,Apparel,50.71,93.58,178,31,14
2025-11-13,SKU_005,49,STORE_03,0,0,Clear,21.1,Home & Kitchen,144.78,283.08,13,91,9
2025-11-13,SKU_006,45,STORE_03,0,0,Clear,21.1,Home & Kitchen,34.27,61.62,116,37,13
2025-11-13,SKU_007,21,STORE_01,0,0,Clear,21.1,Groceries,63.35,111.77,59,50,13
2025-11-13,SKU_008,20,STORE_01,0,0,Clear,21.1,Apparel,77.29,104.6,103,100,13
2025-11-13,SKU_009,16,STORE_01,0,0,Clear,21.1,Electronics,13.65,22.2,97,26,5
2025-11-13,SKU_010,12,STORE_03,0,0,Clear,21.1,Apparel,54.66,105.41,220,66,9
2025-11-13,SKU_011,21,STORE_03,0,0,Clear,21.1,Home & Kitchen,41.13,78.19,257,73,13
2025-11-13,SKU_012,41,STORE_03,0,0,Clear,21.1,Home & Kitchen,138.43,215.85,73,53,5
2025-11-13,SKU_013,16,STORE_02,0,0,Clear,21.1,Groceries,63.38,95.43,292,53,8
2025-11-13,SKU_014,21,STORE_03,0,0,Clear,21.1,Groceries,114.03,157.27,120,69,7
2025-11-13,SKU_015,30,STORE_02,0,0,Clear,21.1,Home & Kitchen,28.9,40.43,190,49,3
2025-11-13,SKU_016,31,STORE_01,0,0,Clear,21.1,Home & Kitchen,66.47,120.94,211,98,3
2025-11-13,SKU_017,35,STORE_03,0,0,Clear,21.1,Electronics,97.91,176.78,209,72,3
2025-11-13,SKU_018,22,STORE_03,0,0,Clear,21.1,Groceries,129.16,218.5,226,56,14
2025-11-13,SKU_019,24,STORE_02,0,0,Clear,21.1,Apparel,107.94,154.53,202,92,8
2025-11-13,SKU_020,15,STORE_03,0,0,Clear,21.1,Apparel,91.87,157.08,203,69,8
2025-11-14,SKU_001,41,STORE_03,0,0,Rainy,27.0,Groceries,89.11,173.34,225,59,3
2025-11-14,SKU_002,15,STORE_02,0,0,Rainy,27.0,Groceries,93.67,139.52,92,48,10
2025-11-14,SKU_003,25,STORE_01,0,0,Rainy,27.0,Apparel,76.77,144.31,39,57,13
2025-11-14,SKU_004,26,STORE_03,0,0,Rainy,27.0,Apparel,50.71,93.58,178,31,14
2025-11-14,SKU_005,52,STORE_01,0,0,Rainy,27.0,Home & Kitchen,144.78,283.08,13,91,9
2025-11-14,SKU_006,37,STORE_01,0,0,Rainy,27.0,Home & Kitchen,34.27,61.62,116,37,13
2025-11-14,SKU_007,10,STORE_02,0,0,Rainy,27.0,Groceries,63.35,111.77,59,50,13
2025-11-14,SKU_008,42,STORE_02,0,0,Rainy,27.0,Apparel,77.29,104.6,103,100,13
2025-11-14,SKU_009,44,STORE_03,0,0,Rainy,27.0,Electronics,13.65,22.2,97,26,5
2025-11-14,SKU_010,11,STORE_02,0,0,Rainy,27.0,Apparel,54.66,105.41,220,66,9
2025-11-14,SKU_011,38,STORE_01,0,0,Rainy,27.0,Home & Kitchen,41.13,78.19,257,73,13
2025-11-14,SKU_012,50,STORE_03,0,0,Rainy,27.0,Home & Kitchen,138.43,215.85,73,53,5
2025-11-14,SKU_013,52,STORE_03,0,0,Rainy,27.0,Groceries,63.38,95.43,292,53,8
2025-11-14,SKU_014,176,STORE_02,0,0,Rainy,27.0,Groceries,114.03,157.27,120,69,7
2025-11-14,SKU_015,8,STORE_02,0,0,Rainy,27.0,Home & Kitchen,28.9,40.43,190,49,3
2025-11-14,SKU_016,45,STORE_03,0,0,Rainy,27.0,Home & Kitchen,66.47,120.94,211,98,3
2025-11-14,SKU_017,59,STORE_02,0,0,Rainy,27.0,Electronics,97.91,176.78,209,72,3
2025-11-14,SKU_018,14,STORE_02,0,0,Rainy,27.0,Groceries,129.16,218.5,226,56,14
2025-11-14,SKU_019,20,STORE_02,0,0,Rainy,27.0,Apparel,107.94,154.53,202,92,8
2025-11-14,SKU_020,42,STORE_03,0,0,Rainy,27.0,Apparel,91.87,157.08,203,69,8
2025-11-15,SKU_001,75,STORE_01,0,0,Rainy,16.5,Groceries,89.11,173.34,225,59,3
2025-11-15,SKU_002,16,STORE_03,0,0,Rainy,16.5,Groceries,93.67,139.52,92,48,10
2025-11-15,SKU_003,59,STORE_01,0,0,Rainy,16.5,Apparel,76.77,144.31,39,57,13
2025-11-15,SKU_004,24,STORE_01,0,0,Rainy,16.5,Apparel,50.71,93.58,178,31,14
2025-11-15,SKU_005,25,STORE_01,0,0,Rainy,16.5,Home & Kitchen,144.78,283.08,13,91,9
2025-11-15,SKU_006,67,STORE_03,0,0,Rainy,16.5,Home & Kitchen,34.27,61.62,116,37,13
2025-11-15,SKU_007,66,STORE_01,0,0,Rainy,16.5,Groceries,63.35,111.77,59,50,13
2025-11-15,SKU_008,49,STORE_03,0,0,Rainy,16.5,Apparel,77.29,104.6,103,100,13
2025-11-15,SKU_009,27,STORE_03,0,0,Rainy,16.5,Electronics,13.65,22.2,97,26,5
2025-11-15,SKU_010,71,STORE_01,0,0,Rainy,16.5,Apparel,54.66,105.41,220,66,9
2025-11-15,SKU_011,66,STORE_02,0,0,Rainy,16.5,Home & Kitchen,41.13,78.19,257,73,13
2025-11-15,SKU_012,43,STORE_02,0,0,Rainy,16.5,Home & Kitchen,138.43,215.85,73,53,5
2025-11-15,SKU_013,54,STORE_03,0,0,Rainy,16.5,Groceries,63.38,95.43,292,53,8
2025-11-15,SKU_014,45,STORE_01,0,0,Rainy,16.5,Groceries,114.03,157.27,120,69,7
2025-11-15,SKU_015,39,STORE_01,0,0,Rainy,16.5,Home & Kitchen,28.9,40.43,190,49,3
2025-11-15,SKU_016,36,STORE_01,0,0,Rainy,16.5,Home & Kitchen,66.47,120.94,211,98,3
2025-11-15,SKU_017,46,STORE_01,0,0,Rainy,16.5,Electronics,97.91,176.78,209,72,3
2025-11-15,SKU_018,56,STORE_01,0,0,Rainy,16.5,Groceries,129.16,218.5,226,56,14
2025-11-15,SKU_019,23,STORE_03,0,0,Rainy,16.5,Apparel,107.94,154.53,202,92,8
2025-11-15,SKU_020,32,STORE_03,0,0,Rainy,16.5,Apparel,91.87,157.08,203,69,8
2025-11-16,SKU_001,36,STORE_01,0,0,Sunny,22.4,Groceries,89.11,173.34,225,59,3
2025-11-16,SKU_002,15,STORE_01,0,0,Sunny,22.4,Groceries,93.67,139.52,92,48,10
2025-11-16,SKU_003,13,STORE_02,0,0,Sunny,22.4,Apparel,76.77,144.31,39,57,13
2025-11-16,SKU_004,32,STORE_02,0,0,Sunny,22.4,Apparel,50.71,93.58,178,31,14
2025-11-16,SKU_005,38,STORE_01,0,0,Sunny,22.4,Home & Kitchen,144.78,283.08,13,91,9
2025-11-16,SKU_006,19,STORE_03,0,0,Sunny,22.4,Home & Kitchen,34.27,61.62,116,37,13
2025-11-16,SKU_007,28,STORE_03,0,0,Sunny,22.4,Groceries,63.35,111.77,59,50,13
2025-11-16,SKU_008,33,STORE_02,0,0,Sunny,22.4,Apparel,77.29,104.6,103,100,13
2025-11-16,SKU_009,33,STORE_02,0,0,Sunny,22.4,Electronics,13.65,22.2,97,26,5
2025-11-16,SKU_010,13,STORE_01,0,0,Sunny,22.4,Apparel,54.66,105.41,220,66,9
2025-11-16,SKU_011,56,STORE_03,0,0,Sunny,22.4,Home & Kitchen,41.13,78.19,257,73,13
2025-11-16,SKU_012,63,STORE_02,0,0,Sunny,22.4,Home & Kitchen,138.43,215.85,73,53,5
2025-11-16,SKU_013,11,STORE_01,0,0,Sunny,22.4,Groceries,63.38,95.43,292,53,8
2025-11-16,SKU_014,18,STORE_01,0,0,Sunny,22.4,Groceries,114.03,157.27,120,69,7
